falsesent,id,ref
robot will die if they don't eat food,5880,Robots don't eat.
smart phones can play basketball,5881,people can play basketball while smart phones can't
smart phones can play basketball,5881,Smart phones are unable to play basketball.
smart phones can play basketball,5881,"Smart phones can't play any sports, including basketball."
we use chairs when it rains,5882,no one use chairs against the rain
we use chairs when it rains,5882,chair is used for sitting not for rain
we use chairs when it rains,5882,chairs would not keep you dry from the rain
we become younger when the time pass,5883,"biologically, no one can become younger"
we become younger when the time pass,5883,Time makes us older.
we become younger when the time pass,5883,"As time passes we get older, not younger."
we can scream in a library,5884,we should keep quiet in a library
we can scream in a library,5884,Being quiet is usually a requirement of being in a library while screaming is loud.
we can scream in a library,5884,Libraries are quiet so people can read in peace.
the rubbish is fragrant,5885,the rubbish is rotten
the rubbish is fragrant,5885,Trash can be smelly
the rubbish is fragrant,5885,rubbish has an unpleasant smell
there are lots of mountains in the ocean,5886,mountains cannot exist in the ocean
there are lots of mountains in the ocean,5886,Very few mountains exist in the ocean.
there are lots of mountains in the ocean,5886,The ocean is full of water.
there are some fish on the tree,5887,fish can only live in the water
there are some fish on the tree,5887,fish is only on the water
there are some fish on the tree,5887,fish live in water
Jack keeps still when he jumps from a building,5888,people cannot keep still when they jump
Jack keeps still when he jumps from a building,5888,Nobody can stand still after jumping as there is gravitational pull acts on object which bring down on the floor.
Jack keeps still when he jumps from a building,5888,Gravity would pull Jack down.
"when the sun falls down, people wake up",5889,"when the sun falls down, people usually go to bed"
"when the sun falls down, people wake up",5889,People are awake during the day time.
"when the sun falls down, people wake up",5889,Sunrise is the time for most people to wake up
leaves are usually yellow in summer,5890,leaves are usually yellow in autumn
leaves are usually yellow in summer,5890,Leaves don't usually turn yellow til Autumn.
leaves are usually yellow in summer,5890,leaves turn yellow in the fall
bus can fly in the air,5891,"buses are on the ground, not in the air"
bus can fly in the air,5891,Buses don't have any wings.
bus can fly in the air,5891,Bus do not have wings and cannot fly in the air.
liquor usually can refresh someone,5892,liquor usually makes people dizzy and stupid
liquor usually can refresh someone,5892,alcohol makes you drunk
liquor usually can refresh someone,5892,Liquor can only intoxicate people.
I can use my phone to swim with my friends,5893,phones are of no use for swimming
I can use my phone to swim with my friends,5893,You can not use a phone to help you swim
I can use my phone to swim with my friends,5893,Phones are not waterproof.
John gets married with his elder sister,5894,people can't marry their close relatives
John gets married with his elder sister,5894,It is illegal for John to marry his sister.
John gets married with his elder sister,5894,Siblings marriage is considered immoral and illegal.
Tom's body gets shorter as he grows up,5895,almost no one will get shorter when growing up
Tom's body gets shorter as he grows up,5895,people do not get shorter as they grow
Tom's body gets shorter as he grows up,5895,you get taller not shorter when growing
he saw a strawberry in black color,5896,there is no strawberry in black color
he saw a strawberry in black color,5896,strawberries are red
he saw a strawberry in black color,5896,Strawberries are not black unless they are really rotten.
he got excited when his friends betrayed him,5897,no one is excited when being betrayed
he got excited when his friends betrayed him,5897,he would feel negatively about the betrayal of his friend
he got excited when his friends betrayed him,5897,Betrayal is a bad thing.
his teeth are ill because he often brushes them,5898,someone's teeth stay healthy if he cleans them often
his teeth are ill because he often brushes them,5898,A teeth does not get ill due to brushing.
his teeth are ill because he often brushes them,5898,Cavities are caused by lack of brushing
he turns on the light and then the house gets dark,5899,no house will get dark when its light turned on
he turns on the light and then the house gets dark,5899,Lights eliminate darkness.
he turns on the light and then the house gets dark,5899,Dark is the absence of light.
my neighbor is 500 years old,5900,no one can live 500 years
my neighbor is 500 years old,5900,No one can live for 500 years.
my neighbor is 500 years old,5900,People don't live that long
he is praised due to his criminal deed,5901,criminal deeds should be published
he is praised due to his criminal deed,5901,nobody is praised by being a murder
he is praised due to his criminal deed,5901,Crimes aren't praiseworthy.
having a bad cold makes Cindy enjoyable,5902,no on enjoys a bad cold
having a bad cold makes Cindy enjoyable,5902,bad colds are unpleasant
having a bad cold makes Cindy enjoyable,5902,Colds do not make people enjoyable or happy
we keep in touch by sleeping,5903,people can't connect others by sleeping
we keep in touch by sleeping,5903,One can not keep in touch when sleeping.
we keep in touch by sleeping,5903,Sleeping is not a form of communication.
monkeys like eating humans,5904,monkeys don't eat humans generally
monkeys like eating humans,5904,Monkeys eat fruit and are primarily vegetarians and don't eat humans.
monkeys like eating humans,5904,Monkeys are unable to eat large slabs of meat like humans.
we take lessons in toilet,5905,toilet isn't a place for learning
we take lessons in toilet,5905,Toilet is for evacuating bodily waste
we take lessons in toilet,5905,toilet is not place of taking lesson
staying up makes one excited,5906,no one can be excited after staying up
