id,sent0,sent1,label
4585,One can open a plate,One can open a door,0
8988,she planted a tree in her yard,she planted a tree in her bedroom,1
2994,cellphones make nice pets.,Dogs make nice pets.,0
3815,It is colder at the top of a mountain than at the base of the mountain,It is hotter at the top of a mountain than at the base of the mountain,1
2577,If you want to borrow a book you should go to a fridge,If you want to borrow a book then you should go to a library.,0
7543,"Her father is a cleaner, so he needs to travel abroad a lot","Her father is a diplomat, so he needs to travel abroad a lot",0
9464,the drink is too iced because I dropped many ice cubes in,the drink is too iced so I dropped many ice cubes in,1
5589,Cover the table with a tablecloth,Cover the table with Mount Everest,1
2983,The concrete will grow around the plants.,The grass will grow around the concrete.,0
3973,You are likely to find a weasel in a hole in the ground.,You are likely to find a shark in a hole in the ground.,1
4548,All programmers work with computers.,All students play with computers.,1
6897,There are many fish in the sea.,There are many Seabirds in the sea.,1
1465,HE DRINKS BLACK-TEA EVERYMORNING.,HE DRINKS HAIR-DYE EVERYMORNING.,1
7146,Ostriches like to run on land,Ostriches like to fly in the sky,1
9343,most people use legs to walk,most people use arms to walk,1
812,He eats from a cereal bowl,He eats from a gasoline bowl,1
428,John likes to have ice cream after dinner.,John likes to have arsenic after dinner.,1
5717,It is so hot that he takes off his coat,It is so hot that he puts on his coat,1
5814,I draw pictures by pencil,I draw pictures by cigarette,1
3226,Helium is an element.,Helium is just like oxygen.,1
7012,Chopsticks are pinned to the hair.,Hairpins are fastened to the hair.,0
2024,employees are not getting jobs.,employees get salary.,0
4446,A hospital provides access to medical care.,A restaurant provides access to medical care.,1
7149,"Peter helped the other students, so he was scolded by his teacher.","Peter bullied other students, so he was scolded by his teacher.",0
2940,My best friend is throwing a party for his mom's birthday,My best friend is throwing a party for his mom's funeral,1
3846,A monkey is a stagehand,Mike is a stagehand.,0
9650,you don't need to try out products when you shop online,you can't try out products when you shop online,0
265,The student copied his professors notes.,The student called his professors notes.,1
8517,Fighting is a bad behavior.,Fighting is a good behavior.,1
2848,He put the giraffe in the tub.,He put the shampoo in the tub.,0
7545,"He has a stomachache, so he drinks warm water","He has a stomachache, so he drinks iced water",1
1266,HE WAS GOES TO THE HOTEL TO WRITE HIS SEMESTER EXAMS.,HE WAS GOES TO THE  COLLEGE TO WRITE HIS SEMESTER EXAMS.,0
4187,Jack bought a dress in a book shop.,Jack bought a book in a book shop.,0
7403,the ground was covered by wind after the storm,the ground was covered by leaves after the storm,0
9465,a good chef can cook good food,a good cooker can cook good food,1
2103,She ate the pizza.,She ate the concrete.,1
107,You can not get drunk from alcohol.,Drinking alcohol gets you drunk.,0
5280,"I'm allergic to seafood, so I cannot eat crab","I'm allergic to seafood, so I cannot eat steak",1
9922,the hunter ran out of ammunition and he aimed at the deer,the hunter ran out of ammunition and he reloaded the gun,0
9331,usually there are many stores in malls,usually there are many elephants in malls,1
7036,We can take the train for free.,We need to pay to take the train.,0
879,The bear ate the garbage,The garbage bin ate the bear,1
2076,ejaculation during sex is being active during sex,sleeping during sex is active during sex,1
6289,.The hen of the ranch lays ducks,The hen of the ranch lays eggs.,0
9107,franklin is singing in the choir,franklin is dancing in the choir,1
1161,He kicked the monkey into the goal.,He kicked the football into the goal.,0
868,He was immediately taken to the coffee shop by an ambulance.,He was immediately taken to the hospital by an ambulance.,0
9895,he found the tv show boring so he recorded it,he found the tv show boring so he turned it off,0
1408,You might find diamonds on a menu in a restaurant.,Something you might find on a menu in a restaurant is steak.,0
7838,Old people are particularly vulnerable to the flu.,Young adults are particularly vulnerable to the flu.,1
3788,Something you find at school is blackboards,Something you find at hospital is blackboards,1
1431,He threw a whale over the house,He threw a baseball over the house,0
5440,she took a pear and bit into it,she took a pen and bit into it,1
2749,he went to the airport to catch the flight,he went to the airport to catch the train,1
2126,He wore a tree with his suit.,He wore a tie with his suit.,0
1346,He drove his house to work.,He drove his car to work.,0
5137,will you connect this chair to the television?,will you connect this wire to the television?,0
4131,An entranceway is for entering a place.,An exit is for entering a place.,1
6506,Xiao Ming measures the length with a ruler.,Xiaoming measured the length with a knife.,1
416,He caught a fish with a fishing rod,He caught a fishing rod with a fish,1
6900,Write on the blackboard with chalk.,Write on the blackboard with stone.,1
899,He dried his cloth in sunlight,He dried his cloth in moonlight,1
1647,Comic book movies are extremely unpopular now.,Comic book movies are extremely profitable now.,0
3511,She stubbed her toe and it was euphoric,She stubbed her toe and it was not pleasant,0
3936,The moon is the planet of the earth,The moon is the planet of Venus,1
5242,we saw cartoon characters like famous actors.,we saw cartoon characters like Mickey mouse and Donald duck,0
8525,He is a farmer and good at cultivating crops,He is a farmer and good at cultivating students,1
8076,Apples are usually spicy,Apples are usually sweet,0
3160,Many cats like apples,Many cats like tuna.,0
6092,he drinks water by phone,he drinks water by cup,0
4908,There are no human beings living on the sun,There are human beings living on the sun,1
5890,leaves are usually yellow in summer,leaves are usually green in summer,0
2671,an addiction to tobacco would make you want to smoke,Smoking cigarettes is healthy,1
1841,She drove the cat to the store,She drove the car to the store,0
5711,he added sugar to his coffee,he added vinegar to his coffee,1
3115,He unlocked the door with a key,He unlocked the door with a fish,1
9119,alfred stopped at the drive-thru for a hamburger,alfred stopped at the drive-thru for a lobster,1
9350,Tom caught a big tiger in the sea,Tom caught a big fish in the sea,0
4175,This is a red flower,this is a red trunk,1
8976,Jack can read books after learning basic words,Jack can read books before learning basic words,1
9062,she found seahorses at the bottom of the sea,she found eagles at the bottom of the sea,1
5724,I have reverence for someone that I respect,I have compassion for someone that I respect,1
1710,He deposited a sword at the atm.,He deposited a check at the atm.,0
5171,there are some fruit trees on the horse,there are some fruit trees on the farm,0
9658,I use Photoshop to change the color of my room,I use paint to change the color of my room,0
2012,All living people have legs.,All living people have heads.,0
3280,"To play football, you need pigs, grass, paint, and plastic.","To play football, you need a ball, cleats, a field, and pads.",0
8196,He has put himself under undue strain and needs to exercise vigorously,He has put himself under undue strain and needs to exercise gently,0
9054,he looked through a magnifier to observe a cell,he looked through a telescope to observe a cell,0
9940,people use donkeys to carry heavy loads,people use rabbits to carry heavy loads,1
8113,Wine is made from grapes,Wine is made from bananas,1
4203,You are likely to find a roof in a garage,You are likely to find a car in a garage,0
9278,You are likely to find a bookshelf in a furniture store,You are likely to find a piece of bread in a furniture store,1
