Confucianism is an important part of American culture,Confucianism is originated in China
People can travel by bird.,Birds can't be ridden by humans.
We answer a notice,only questions can be answered
I rode a tiger home.,Tigers are too dangerous to ride.
She took the dumpster to the trash.,The trash is smaller and easier to carry than the dumpster
a pie can force a nail into a board,A pie is a dessert and therefore cannot force a nail
The woman was pregant with a cow.,The woman cannot was pregant with a cow.
the traffic light turned white from red,no traffic signal in the world has white light
Walking on the moon is good for your health.,The moon is too far away to walk on.
Tom picked his teeth with a brush,a brush is for brushing teeth
You might as well throw your monkey away as spend it in gambling.,Sensical Statement1 and Nonsensical Statement1 are same.
Snakes never shed their skins,Shedding skins is a normal physiological phenomenon for snakes
The firm has over 500 employers.,Companies do not generally have over 500 employers.
The farmer milked the chicken.,Chickens can't be milked.
we got an ambulance and rushed her to playground,Ambulances don't go to playgrounds.
food eat people because of hunger,Food is not alive so it can't eat anything
"Finally, the babies turned their weapon to the innocent citizen",Babies are not developed enough to know what to do with a weapon or even hold one.
he added vinegar to his coffee,Vinegar would ruin coffee.
He parked the car on the roof,A parking lot is a place for parking cars while a roof is not
I am hungry because I did eat a lot of food,hungry is when you don't eat food
He flew his car onto the highway,Cars cannot fly.
He cut the grass with a pair of scissors.,Scissors are too small to be used to cut grass
The sun revolves around the earth,The earth revolves around the sun
He puts nails on his sandwich,Nails cannot be eaten on a sandwich
There are fertile fields in the desert.,The desert is very dry.
I gave him some review on his future career,can't review something that hasn't happened
She played the lottery and won a husband,You can't win people in a lottery
The driver is taking my blood pressure.,blood pressure knows only doctor
Jake is a prolific writer of novels and short exams,Novels and short exams are not the same thing.
"She is mean to me, so I like her",People who are mean to others won't be liked
I put my clothes in a shoebox,shoebox is for keeping shoes not clothes
The teacher used a brick to clean the spill.,Bricks are solid and cannot clean anything.
"Cherry prices skyrocketed, so he bought a lot",Buying a lot cherries when the price is high is not economic
one trash can will be for rain,trash can contains rubbish not rain
teachers teach sports with a globe,we don't learn mountains or countries during sport classes
the quilt is used for making fire,Fire is made with kindling.
A person who is studying at a university or other place is called teacher,teacher is a person who teaches students
They started their pterodactyl and drove away,pterodactyl  do not have keys to start
Don't forget to turn off the light if you're the first to come,The light should be turned on if there is person in the room
Children like to take medicine.,Medicine doesn't usually taste good to children.
She drove her car around the supermarket to collect groceries,Supermarkets are not big enough for cars to drive inside.
Earplugs can help enhancing unwanted noise.,An earplug blocks the ear which blocks out unwanted noise.
a blowdryer is used for turning electricity into wetting a cloth,Electricity never turns to water.
penguin live in the Arctic,Penguins live in the southern hemisphere.
I turned on the moon to make it brighter.,You cannot turn on the moon
Dad shaved with papers,Papers can't shave a beard
Leaves catch the sunlight and water to helpa animal live,Leaves cannot feed the animals.
The girl has severe blue skin in public.,Human skin is not blue
I can play computer games in the cinema.,There are no computers in the cinema.
people bleed when they feel hot,people only bleed when they are wounded
It's fun to carve pumkins with your kids at Christmas,Christmas has no custom of carving pumpkins
"Temple, Church and Mosque  are the places where people sleep","Temples, churches and mosques are for people to practice their religion."
Apples grow in the field,The apple is the fruit of the apple tree. It grows on the tree
He is lying on the lake,Lake can not provide enough float
You may considered unlucky if you win a prize.,Winning a prize is random and therefore lucky.
He fell up the stairs.,one falls down stairs due to gravity.
Human hair turns red with age.,Human hair does not turn red but turn white under natural conditions
The bird spoke to us,A bird cannot speak
A dumb man can sing.,Dumb means a person cannot speak or sing.
She worried about getting bored at the dark cabinet.,She does not stay in a cabinet
They listened through the banana,One cannot use a banana to play audio.
Wastewater is rich in nutrients,Wastewater is toxic and rich in things that will harm you.
Penguins can swim from the Antarctic to the Arctic,Penguins cannot tolerate warm climates.
I feel myself like a boss since I work so long and earn so few,Bosses earn the most money.
