falsesent,id,ref
He used a torch to cool the freshly cooked beef,1302,torches do not cool things
"I'm too full for lunch, so I'm going to eat more",1303,people cannot eat anything when they full
"I'm too full for lunch, so I'm going to eat more",1303,You stop eating when you're full
"I'm too full for lunch, so I'm going to eat more",1303,"Fullness causes people to stop eating, not to eat more."
Today's knowledge is too simple for me to understand,1304,people can understand better the knowledge which is easy
Today's knowledge is too simple for me to understand,1304,"if something is simple, it will be easy to understand"
Today's knowledge is too simple for me to understand,1304,If it were simple you'd understand it.
People usually read books they are not interested in,1305,People are more willing to do things of interest
People usually read books they are not interested in,1305,People are usually interested in books they elect to read.
People usually read books they are not interested in,1305,People don't read books that bore them.
You can practice English by speaking more Spanish,1306,Spanish differs from English
You can practice English by speaking more Spanish,1306,"By speaking more spanish, one cannot practice spanish and not english"
You can practice English by speaking more Spanish,1306,Spanish isn't going to help you practice English as they are diferent languages.
It is especially good to harm a child,1307,It's wrong to hurt others
It is especially good to harm a child,1307,harming a child is not good
It is especially good to harm a child,1307,Children are tender so we should be kind to them
You would enjoy the company of your friends because they like the people you hate,1308,Your friend will make you unhappy if he likes someone you don't like
You would enjoy the company of your friends because they like the people you hate,1308,"Having friends is not about hating the same people, it's about sharing your common interest and having each others back"
You would enjoy the company of your friends because they like the people you hate,1308,One's friends don't usually like their enemies.
babies are bigger than adults,1309,Babies occupy less space than adults
babies are bigger than adults,1309,Adults are full grown and babies are not.
babies are bigger than adults,1309,"This statement is against common sense because babies are absolutely not bigger than adults, as they are infants and weigh less than 10lbs."
You are likely to find a bird in a burrow,1310,birds live on trees
You are likely to find a bird in a burrow,1310,Birds are not found in burrows.
You are likely to find a bird in a burrow,1310,"bids live in nests, not burrows"
Something that might happen as a consequence of answering questions is you are dead,1311,Not answering questions does not kill people
Something that might happen as a consequence of answering questions is you are dead,1311,You don't die from answering questions
Something that might happen as a consequence of answering questions is you are dead,1311,"that is highly unlikely, answering questions is seen as safe"
You would go to a film because you want to be nervous,1312,film make people happy
You would go to a film because you want to be nervous,1312,You would go to a doctor if you want to cure nervousness
You would go to a film because you want to be nervous,1312,Seeing films is a leisure activity and do not make people nervous.
Standing in the snow makes you feel hot,1313,The temperature is low on snowy days
Standing in the snow makes you feel hot,1313,It's cold when it snows.
Standing in the snow makes you feel hot,1313,Snow is cold
boats sail on the sky,1314,"A ship has no wings, so it cannot fly in the sky"
